guid,species,state_prov,county,parts,sex,dec_lat,dec_long,has_tissues
MVZ:Mamm:102833,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8357424,-118.8633955,0
MVZ:Mamm:163913,Lasiurus cinereus,California,Monterey County,skeleton; skull,male,36.257276,-121.745345,0
MVZ:Mamm:182398,Lasiurus frantzii,California,Santa Clara County,skeleton; skull,male,37.399625,-122.087653,0
MVZ:Mamm:106647,Corynorhinus townsendii,California,Alameda County,"skin, study; skull",female,37.4925,-121.8196,0
MVZ:Mamm:107371,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",female,36.481399,-121.936893,0
MVZ:Mamm:107370,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",female,36.481399,-121.936893,0
MVZ:Mamm:102120,Myotis yumanensis,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:112528,Myotis evotis,Baja California,,"skin, study; skull",female,30.88333,-115.45,0
MVZ:Mamm:107966,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",male,36.757289,-121.502949,0
MVZ:Mamm:103894,Tadarida brasiliensis,California,Colusa County,"skin, study; skull",male,38.9327881,-122.3323427,0
MVZ:Mamm:141203,Myotis californicus,California,Monterey County,"skin, study; skull",female,36.3785577374,-121.5566662111,0
MVZ:Mamm:5066,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.242667,-116.8288333,0
MVZ:Mamm:36015,Tadarida brasiliensis,Baja California,,"skin, study; skull",male,30.9845,-115.682,0
MVZ:Mamm:6672,Myotis californicus,California,San Bernardino County,"skin, study; skull",female,34.25387,-116.92268,0
MVZ:Mamm:24317,Tadarida brasiliensis,California,El Dorado County,whole organism (ethanol),female,38.9072,-121.0151,0
MVZ:Mamm:182375,Lasionycteris noctivagans,California,Butte County,skeleton; skull,male,39.5136667,-121.5563333,0
MVZ:Mamm:101899,Tadarida brasiliensis,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:101932,Lasiurus cinereus,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101934,Lasiurus cinereus,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:5600,Eptesicus fuscus,California,Placer County,"skin, study; skull",unknown,39.1239959,-120.2033714,0
MVZ:Mamm:112512,Myotis californicus,Baja California,,"skin, study; skull",female,32.053333,-115.9072222,0
MVZ:Mamm:121234,Myotis californicus,California,San Bernardino County,"skin, study; skull",unknown,35.5525,-116.83222,0
MVZ:Mamm:109531,Myotis ciliolabrum,California,Kern County,"skin, study; skull",male,35.6140459,-118.4963479,0
MVZ:Mamm:121235,Myotis californicus,California,San Bernardino County,"skin, study; skull",unknown,35.5525,-116.83222,0
MVZ:Mamm:238746,Lasiurus frantzii,California,Marin County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.083403,-122.7633036,2
MVZ:Mamm:225543,Myotis yumanensis,California,Inyo County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,,,1
MVZ:Mamm:31534,Tadarida brasiliensis,California,Inyo County,whole organism (ethanol),male,36.463047,-116.877552,0
MVZ:Mamm:107242,Lasionycteris noctivagans,California,Mono County,"skin, study; skull",female,38.377051,-119.342674,0
MVZ:Mamm:101319,Myotis californicus,California,Marin County,"skin, study; skull",female,38.1011,-122.8558,0
MVZ:Mamm:239363,Tadarida brasiliensis,California,Yuba County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,,,1
MVZ:Mamm:238799,Macrotus californicus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.74368,-116.032301,1
MVZ:Mamm:33672,Eptesicus fuscus,California,Lassen County,"skin, study; skull",male,40.6709426,-120.7895831,0
MVZ:Mamm:105959,Myotis yumanensis,California,San Diego County,"skin, study; skull",male,33.115571,-117.075621,0
MVZ:Mamm:105960,Myotis yumanensis,California,San Diego County,"skin, study; skull",female,33.115571,-117.075621,0
MVZ:Mamm:238798,Macrotus californicus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,33.74368,-116.032301,1
MVZ:Mamm:24301,Myotis californicus,California,El Dorado County,whole organism (ethanol),female,38.9072,-121.0151,0
MVZ:Mamm:106019,Tadarida brasiliensis,California,San Diego County,"skin, study; skull",male,32.86068,-116.91942,0
MVZ:Mamm:181983,Nyctinomops macrotis,California,Los Angeles County,skeleton; skull,female,33.782666,-118.176956,0
MVZ:Mamm:238748,Lasiurus frantzii,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,34.841438,-116.046625,2
MVZ:Mamm:225560,Tadarida brasiliensis,California,Alameda County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.65924,-121.88513,1
MVZ:Mamm:146519,Myotis yumanensis,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",female,38.0407285,-122.8053196,0
MVZ:Mamm:174663,Eptesicus fuscus,California,Merced County,whole organism (ethanol),female,37.516472,-120.447262,0
MVZ:Mamm:6622,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:225607,Tadarida brasiliensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.523132,-122.199955,1
MVZ:Mamm:225503,Myotis yumanensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.523132,-122.199955,1
MVZ:Mamm:225604,Tadarida brasiliensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.523132,-122.199955,1
MVZ:Mamm:225504,Myotis yumanensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.523132,-122.199955,1
MVZ:Mamm:225606,Tadarida brasiliensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.523132,-122.199955,1
MVZ:Mamm:225610,Tadarida brasiliensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.523132,-122.199955,1
MVZ:Mamm:206880,Myotis evotis,California,Plumas County,"skeleton (postcranial); skin, study; skull",male,40.1146,-120.9634,0
MVZ:Mamm:6648,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:6635,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:6623,Myotis yumanensis,California,Kern County,"skin, study; skull",male,34.8760033,-118.89392,0
MVZ:Mamm:6646,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:6638,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:6650,Myotis yumanensis,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:174664,Eptesicus fuscus,California,Merced County,whole organism (ethanol),female,37.516472,-120.447262,0
MVZ:Mamm:112635,Myotis thysanodes,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:81794,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,35.16,-115.4612,0
MVZ:Mamm:239343,Tadarida brasiliensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.580349,-117.199681,1
MVZ:Mamm:24815,Eptesicus fuscus,California,Fresno County,"skin, study; skull",female,36.78619,-118.91056,0
MVZ:Mamm:133297,Corynorhinus townsendii,California,Shasta County,"skin, study; skull",male,40.8112578,-122.1140376,0
MVZ:Mamm:2776,Eptesicus fuscus,California,San Diego County,"skin, study; skull",male,33.07,-116.6,0
MVZ:Mamm:54590,Myotis californicus,California,Contra Costa County,"skin, study; skull",male,37.8855504,-122.11396,0
MVZ:Mamm:106001,Corynorhinus townsendii,California,San Diego County,"skin, study; skull",female,32.97567,-116.35017,0
MVZ:Mamm:105936,Myotis californicus,California,San Diego County,"skin, study; skull",female,32.97567,-116.35017,0
MVZ:Mamm:238952,Myotis ciliolabrum,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.841438,-116.046625,1
MVZ:Mamm:34323,Antrozous pallidus,California,Humboldt County,"skin, study; skull",male,40.5807,-124.2623,0
MVZ:Mamm:101910,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101902,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101909,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.8036,-120.501,0
MVZ:Mamm:181965,Nyctinomops femorosaccus,California,San Bernardino County,skeleton; skull,female,34.1404,-117.2837,0
MVZ:Mamm:105990,Eptesicus fuscus,California,San Diego County,"skin, study; skull",male,32.86068,-116.91942,0
MVZ:Mamm:104318,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104289,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104313,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104320,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104303,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104314,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104309,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:182573,Myotis yumanensis,California,Yolo County,whole organism (ethanol),female,38.8371264,-122.3601606,0
MVZ:Mamm:225488,Myotis yumanensis,California,Alameda County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,37.65924,-121.88513,1
MVZ:Mamm:238957,Myotis ciliolabrum,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.8761043,-117.5772926,1
MVZ:Mamm:238753,Lasiurus frantzii,California,Placer County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.824161,-121.2615016,2
MVZ:Mamm:238983,Myotis evotis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
MVZ:Mamm:106812,Myotis ciliolabrum,California,San Luis Obispo County,whole organism (ethanol),female,35.71368,-120.303998,0
MVZ:Mamm:106809,Myotis ciliolabrum,California,San Luis Obispo County,whole organism (ethanol),female,35.71368,-120.303998,0
MVZ:Mamm:106805,Myotis ciliolabrum,California,San Luis Obispo County,skull,female,35.71368,-120.303998,0
MVZ:Mamm:106811,Myotis ciliolabrum,California,San Luis Obispo County,whole organism (ethanol),female,35.71368,-120.303998,0
MVZ:Mamm:2042,Myotis volans,California,Riverside County,"skin, study; skull",female,33.5264423,-116.4355793,0
MVZ:Mamm:2043,Myotis volans,California,Riverside County,"skin, study; skull",female,33.5264423,-116.4355793,0
MVZ:Mamm:2041,Myotis volans,California,Riverside County,"skin, study; skull",female,33.5264423,-116.4355793,0
MVZ:Mamm:103887,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.6991,-120.4708,0
MVZ:Mamm:106826,Myotis ciliolabrum,California,San Luis Obispo County,whole organism (ethanol),female,35.71368,-120.303998,0
MVZ:Mamm:106806,Myotis ciliolabrum,California,San Luis Obispo County,skull,female,35.71368,-120.303998,0
MVZ:Mamm:106799,Myotis ciliolabrum,California,San Luis Obispo County,"skin, study; skull",female,35.71368,-120.303998,0
MVZ:Mamm:238667,Eptesicus fuscus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.9666451,-117.4676704,1
MVZ:Mamm:113034,Myotis lucifugus,California,Humboldt County,"skin, study; skull",male,41.1604001,-124.1323646,0
MVZ:Mamm:113033,Myotis lucifugus,California,Humboldt County,"skin, study; skull",female,41.1604001,-124.1323646,0
MVZ:Mamm:59802,Myotis lucifugus,California,Butte County,"skin, study; skull",female,39.5986926,-121.9484534,0
MVZ:Mamm:10745,Tadarida brasiliensis,California,Imperial County,whole organism (ethanol),male,33.01,-114.5,0
MVZ:Mamm:106814,Myotis ciliolabrum,California,San Luis Obispo County,whole organism (ethanol),female,35.71368,-120.303998,0
MVZ:Mamm:71722,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",female,34.076352,-118.041772,0
MVZ:Mamm:113303,Myotis yumanensis,California,Lake County,"skin, study; skull",female,39.0924534,-122.7945718,0
MVZ:Mamm:19021,Eumops perotis,California,Los Angeles County,"skin, study; skull",female,34.163126,-118.0502877,0
MVZ:Mamm:71278,Myotis lucifugus,California,Placer County,"skin, study; skull",female,39.166666667,-120.15,0
MVZ:Mamm:107913,Myotis volans,California,Butte County,"skin, study; skull",male,39.8656107,-121.4745142,0
MVZ:Mamm:71942,Myotis californicus,California,Alameda County,"skin, study; skull",male,37.8180375,-122.2380122,0
MVZ:Mamm:103191,Antrozous pallidus,California,Monterey County,"skin, study; skull",female,35.833722,-120.396441,0
MVZ:Mamm:182416,Lasiurus cinereus,California,San Mateo County,whole organism (ethanol),female,37.568946,-122.37665,0
MVZ:Mamm:229893,Tadarida brasiliensis,California,Contra Costa County,skin; skull; tissue (frozen),male,,,1
MVZ:Mamm:102244,Antrozous pallidus,California,Alameda County,"glans penis (cleared; stained); skin, study; skull",male,37.6259,-121.6756,0
MVZ:Mamm:112331,Eptesicus fuscus,California,Shasta County,"skin, study; skull",male,40.6845368,-121.4161585,0
MVZ:Mamm:152892,Myotis lucifugus,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:151044,Myotis yumanensis,California,Sonoma County,skeleton; skull,female,38.77737,-122.97153,0
MVZ:Mamm:96986,Myotis evotis,California,Lassen County,"skin, study; skull",unknown,40.7274451,-121.2575263,0
MVZ:Mamm:112420,Eptesicus fuscus,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:90340,Myotis californicus,California,Inyo County,"skin, study; skull",male,37.304249,-118.473387,0
MVZ:Mamm:94844,Myotis californicus,California,Santa Barbara County,whole organism (ethanol),unknown,34.4996197,-119.628909,0
MVZ:Mamm:71405,Myotis californicus,California,Contra Costa County,"skin, study; skull",unknown,37.8816953,-121.9130424,0
MVZ:Mamm:103173,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.8036,-120.5011,0
MVZ:Mamm:103175,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.5011,0
MVZ:Mamm:103174,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.8036,-120.5011,0
MVZ:Mamm:103171,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.8036,-120.501,0
MVZ:Mamm:103172,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.8036,-120.501,0
MVZ:Mamm:103170,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:229074,Myotis yumanensis,California,San Diego County,"whole organism (ethanol, 70%; formalin-fixed)",male ?,32.97567,-116.35017,0
MVZ:Mamm:225596,Tadarida brasiliensis,California,Colusa County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.2134848,-122.0052672,1
MVZ:Mamm:39016,Tadarida brasiliensis,Baja California,,"skin, study; skull",male,32.579444,-114.7983333,0
MVZ:Mamm:39021,Tadarida brasiliensis,Baja California,,"skin, study; skull",female,32.579444,-114.7983333,0
MVZ:Mamm:39028,Tadarida brasiliensis,Baja California,,"skin, study; skull",male,32.579444,-114.7983333,0
MVZ:Mamm:39036,Tadarida brasiliensis,Baja California,,"skin, study; skull",male,32.579444,-114.7983333,0
MVZ:Mamm:39029,Tadarida brasiliensis,Baja California,,"skin, study; skull",female,32.579444,-114.7983333,0
MVZ:Mamm:39035,Tadarida brasiliensis,Baja California,,"skin, study; skull",female,32.579444,-114.7983333,0
MVZ:Mamm:238609,Antrozous pallidus,California,Sonoma County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.4816114,-122.9438055,1
MVZ:Mamm:114938,Myotis evotis,California,Sierra County,"skin, study; skull",male,39.6461144,-120.5574045,0
MVZ:Mamm:5174,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.1871,-116.8933,0
MVZ:Mamm:183608,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6085584,-114.5925739,0
MVZ:Mamm:10694,Corynorhinus townsendii,California,Riverside County,"skin, study; skull",female,34.0235765,-114.5216288,0
MVZ:Mamm:10695,Corynorhinus townsendii,California,Riverside County,"skin, study; skull",female,34.0235765,-114.5216288,0
MVZ:Mamm:39694,Tadarida brasiliensis,Baja California,,whole organism (ethanol),female,32.579444,-114.7983333,0
MVZ:Mamm:39022,Tadarida brasiliensis,Baja California,,"skin, study; skull",female,32.579444,-114.7983333,0
MVZ:Mamm:39015,Tadarida brasiliensis,Baja California,,"skin, study; skull",male,32.579444,-114.7983333,0
MVZ:Mamm:39034,Tadarida brasiliensis,Baja California,,"skin, study; skull",male,32.579444,-114.7983333,0
MVZ:Mamm:39690,Tadarida brasiliensis,Baja California,,whole organism (ethanol),female,32.579444,-114.7983333,0
MVZ:Mamm:39700,Tadarida brasiliensis,Baja California,,whole organism (ethanol),female,32.579444,-114.7983333,0
MVZ:Mamm:39702,Tadarida brasiliensis,Baja California,,whole organism (ethanol),female,32.579444,-114.7983333,0
MVZ:Mamm:39699,Tadarida brasiliensis,Baja California,,whole organism (ethanol),female,32.579444,-114.7983333,0
